,name,nickname,wins,losses,draws,age,nation,knockdown_avg,sig_str_accuracy,takedown_average,takedown_accuracy,subs_attempted_average,height,reach,stance,sig_str_landed_per_min,average_fight_time,sig_str_absorbed_per_min,sig_str_defense,takedown_defense
2072,Reginaldo Vieira,748,13.0,5.0,0,41.0,51,0.0,0.4,1.97,0.27,0.8,67,65,0.0,3.76,12.683333333333334,2.89,0.59,0.25
2073,Rei Tsuruya,725,8.0,0.0,0,21.0,54,0.0,0.63,7.74,0.57,2.8,66,68,0.0,2.91,10.666666666666666,1.64,0.42,0.5
2075,Renan Barao,The Baron,34.0,9.0,0,37.0,51,0.24,0.36,1.49,0.41,0.5,66,70,0.0,3.78,13.233333333333333,3.9,0.57,0.91
2076,Renato Sobral,Babalu,37.0,11.0,0,48.0,51,0.0,0.45,2.48,0.42,2.6,73,75,0.0,2.23,8.066666666666666,1.53,0.57,0.65
2079,Reuben Duran,195,11.0,7.0,1,40.0,69,0.0,0.49,0.98,0.23,0.7,67,71,0.0,3.19,11.516666666666667,2.61,0.5,0.25
2081,Reyes Cortez Jr,5024,7.0,3.0,0,31.0,69,0.0,0.45,1.5,0.11,0.0,67,68,0.0,4.1,15.0,7.43,0.52,1.0
2082,Reza Madadi,Mad Dog,14.0,6.0,0,45.0,65,0.0,0.46,3.17,0.33,0.5,71,73,0.0,2.51,12.85,3.31,0.66,0.89
2083,Rhys McKee,Skeletor,10.0,5.0,1,28.0,81,0.0,0.48,0.0,0.0,0.0,74,78,0.0,6.06,11.05,9.47,0.44,0.33
2085,Ricardo Almeida,Big Dog,13.0,5.0,0,47.0,69,0.0,0.49,3.74,0.38,1.2,72,74,0.0,2.02,11.416666666666666,1.2,0.61,0.31
2086,Ricardo Funch,Golden Boy,9.0,6.0,0,43.0,51,0.0,0.65,1.24,0.18,0.0,70,74,1.0,2.61,9.1,3.57,0.4,0.6
2087,Ricardo Lamas,The Bully,20.0,8.0,0,41.0,69,0.19,0.47,1.84,0.33,0.9,68,71,0.0,3.13,10.283333333333333,2.87,0.57,0.46
2088,Ricardo Prasel,Alemao,10.0,2.0,0,33.0,51,0.0,0.57,0.0,0.0,0.0,79,78,0.0,2.21,4.983333333333333,7.83,0.37,0.0
2089,Ricardo Ramos,564,16.0,5.0,0,28.0,51,0.44,0.37,2.79,0.59,0.7,69,72,0.0,3.21,9.283333333333333,3.78,0.57,0.72
2090,Ricardo Romero,586,11.0,3.0,0,45.0,69,0.0,0.55,1.63,0.1,3.3,72,76,0.0,2.17,3.066666666666667,4.77,0.46,1.0
2092,Rich Attonito,The Raging Bull,10.0,5.0,0,46.0,69,0.5,0.47,0.74,0.37,0.0,70,72,0.0,2.28,12.116666666666667,2.13,0.59,0.75
2093,Rich Clementi,No Love,45.0,23.0,1,47.0,69,0.0,0.37,1.72,0.42,1.1,69,72,1.0,1.43,10.95,2.29,0.6,0.25
2094,Rich Franklin,Ace,29.0,7.0,0,49.0,69,0.72,0.44,1.31,0.66,0.7,73,76,1.0,4.1,8.166666666666666,2.07,0.62,0.63
2096,Richard Jacobi,340,6.0,1.0,1,30.0,99,0.0,0.44,3.28,1.0,0.0,76,75,0.0,0.88,4.566666666666666,3.94,0.51,1.0
2098,Richard Walsh,Filthy Rich,9.0,5.0,0,35.0,59,0.58,0.46,1.55,0.4,0.2,72,73,0.0,3.84,12.883333333333333,2.72,0.58,0.66
2100,Richie Santiago,The Milford Mauler,7.0,2.0,0,31.0,69,0.0,0.49,0.0,0.0,0.0,67,67,1.0,3.87,15.0,4.87,0.42,0.25
2101,Richie Smullen,664,3.0,1.0,1,32.0,81,0.0,0.77,8.49,0.66,0.0,69,68,0.0,1.98,3.533333333333333,2.26,0.65,0.0
2102,Richie Vaculik,Vas,10.0,4.0,0,40.0,59,0.0,0.46,3.0,0.45,1.0,66,69,0.0,3.69,11.25,4.09,0.57,0.31
2104,Rick Story,The Horror,19.0,9.0,0,39.0,69,0.38,0.41,2.53,0.48,0.9,69,71,1.0,3.8,12.483333333333333,2.17,0.62,0.63
2105,Rickson Zenidim,The King,14.0,2.0,0,24.0,51,0.0,0.32,0.0,0.0,0.0,67,67,0.0,1.67,15.0,4.07,0.33,0.0
2108,Ricky Glenn,The Gladiator,22.0,8.0,2,34.0,69,0.41,0.43,0.55,0.13,0.4,72,70,1.0,3.94,10.983333333333333,4.1,0.51,0.68
2110,Ricky Rainey,The Sniper,12.0,6.0,0,40.0,69,0.47,0.48,0.95,0.18,0.0,73,77,3.0,2.55,7.933333333333334,2.62,0.46,0.55
2111,Ricky Simon,657,20.0,5.0,0,31.0,69,0.36,0.43,5.49,0.46,0.4,66,69,0.0,3.01,12.816666666666666,3.61,0.61,0.76
2112,Ricky Steele,The Karate Kid,6.0,0.0,0,35.0,69,0.0,0.7,0.0,0.0,0.0,69,74,0.0,4.07,15.0,2.93,0.5,0.91
2113,Ricky Turcios,727,13.0,3.0,0,30.0,69,0.25,0.37,1.0,0.25,0.2,69,71,0.0,5.08,15.0,3.7,0.55,0.45
2115,Rico Farrington,The Triggerman,7.0,3.0,0,34.0,18,0.0,0.41,0.0,0.0,0.0,76,79,1.0,6.33,15.0,7.2,0.51,0.2
2116,Riki Fukuda,241,24.0,9.0,0,43.0,54,0.0,0.43,2.17,0.43,0.0,72,73,1.0,4.24,15.0,3.71,0.64,0.7
2118,Rinat Fakhretdinov,Gladiator,21.0,1.0,1,32.0,0,0.98,0.56,4.25,0.46,0.3,72,74,0.0,4.05,11.483333333333333,2.16,0.52,1.0
2119,Rizvan Kuniev,400,11.0,2.0,1,31.0,99,0.0,0.73,4.09,0.75,0.0,76,76,0.0,7.09,11.0,1.55,0.51,0.0
2120,Roan Carneiro,Jucao,21.0,11.0,0,45.0,51,0.0,0.46,3.05,0.42,1.4,71,76,0.0,1.46,9.333333333333334,1.82,0.62,0.83
2121,Rob Broughton,The Bear,16.0,7.0,1,40.0,40,0.0,0.6,0.0,0.0,3.2,74,74,0.0,2.83,13.9,2.54,0.51,0.26
2122,Rob Emerson,The Saint,18.0,12.0,0,42.0,69,0.4,0.3,2.02,0.52,0.4,69,70,0.0,2.5,10.583333333333334,2.83,0.64,0.65
2123,Rob Font,234,20.0,8.0,0,36.0,69,0.48,0.45,0.89,0.35,0.3,68,71,0.0,5.53,12.833333333333334,3.65,0.56,0.46
2124,Rob Kimmons,The Rosedale Reaper,25.0,9.0,0,43.0,69,0.0,0.48,2.08,0.46,2.4,70,73,0.0,1.86,7.216666666666667,4.79,0.38,0.25
2125,Rob MacDonald,Maximus,5.0,4.0,0,45.0,67,0.0,0.5,7.19,0.8,5.4,75,78,0.0,1.8,2.783333333333333,2.04,0.46,0.8
2126,Rob Wilkinson,Razor,11.0,2.0,0,31.0,59,0.0,0.5,4.47,0.25,0.0,75,80,0.0,2.74,8.4,5.66,0.39,0.0
2128,Robbie Lawler,Ruthless,30.0,16.0,0,41.0,69,0.61,0.47,0.65,0.64,0.0,71,74,1.0,3.85,11.266666666666667,4.67,0.59,0.65
2129,Robbie Peralta,Problems,18.0,8.0,0,37.0,69,0.74,0.44,0.59,0.66,0.0,68,71,0.0,3.76,11.333333333333334,2.97,0.53,0.65
2130,Robbie Ring,Razor,6.0,1.0,0,23.0,69,0.0,0.38,4.04,0.33,0.0,69,68,0.0,5.11,3.716666666666667,9.15,0.38,0.0
2134,Robert Whiteford,The Hammer,14.0,4.0,0,40.0,40,0.27,0.46,1.9,0.3,0.0,69,69,1.0,2.33,11.066666666666666,1.99,0.62,0.45
2135,Robert Whittaker,The Reaper,25.0,7.0,0,33.0,59,0.53,0.42,0.85,0.39,0.0,72,73,0.0,4.47,14.066666666666666,3.39,0.6,0.82
2136,Roberto Sanchez,Littlefury,8.0,2.0,0,37.0,69,0.0,0.4,3.61,0.62,0.7,66,66,0.0,0.96,6.916666666666667,1.78,0.46,0.5
2139,Rodney Wallace,Shonuff the Master,26.0,15.0,1,42.0,69,0.0,0.46,6.0,0.54,1.0,69,72,3.0,1.13,15.0,3.44,0.45,0.28
2140,Rodolfo Bellato,Trator,12.0,2.0,0,27.0,51,0.54,0.61,1.09,0.25,0.5,75,77,0.0,6.47,9.216666666666667,5.9,0.44,1.0
