fight,winner,loser,event,date,venue,title_fight,billing,winner_wins,loser_wins,winner_losses,loser_losses,winner_draws,loser_draws,winner_age,loser_age,belt_status,winner_nationality,loser_nationality,winner_fan ,loser_fan
Nick Catone vs Jesse Forbes,Nick Catone,Jesse Forbes,UFC Fight Night 20: Maynard vs Diaz,01.11.2010,Patriot Center,no,Preliminary Card,7,13,2,3,0,0,28,25,,United States,,,
Rashad Evans vs Thiago Silva,Rashad Evans,Thiago Silva,UFC 108: Evans vs Silva,01.02.2010,MGM Grand Garden Arena,no,Main Event,13,14,1,1,1,0,30,27,,United States,,,
Paul Daley vs Dustin Hazelett,Paul Daley,Dustin Hazelett,UFC 108: Evans vs Silva,01.02.2010,MGM Grand Garden Arena,no,Co-Main Event,22,12,8,4,2,0,26,23,,United Kingdom,,,
Sam Stout vs Joe Lauzon,Sam Stout,Joe Lauzon,UFC 108: Evans vs Silva,01.02.2010,MGM Grand Garden Arena,no,Main Card,14,18,5,4,1,0,25,25,,Canada,,,
Jim Miller vs Duane Ludwig,Jim Miller,Duane Ludwig,UFC 108: Evans vs Silva,01.02.2010,MGM Grand Garden Arena,no,Main Card,15,19,2,9,0,0,26,31,,United States,,,
Junior dos Santos vs Gilbert Yvel,Junior dos Santos,Gilbert Yvel,UFC 108: Evans vs Silva,01.02.2010,MGM Grand Garden Arena,no,Main Card,9,37,1,13,0,1,25,33,,Brazil,,,
Martin Kampmann vs Jacob Volkmann,Martin Kampmann,Jacob Volkmann,UFC 108: Evans vs Silva,01.02.2010,MGM Grand Garden Arena,no,Preliminary Card,16,9,3,1,0,0,27,29,,Denmark,,,
Cole Miller vs Dan Lauzon,Cole Miller,Dan Lauzon,UFC 108: Evans vs Silva,01.02.2010,MGM Grand Garden Arena,no,Preliminary Card,15,12,4,2,0,0,25,21,,United States,,,
Mark Muñoz vs Ryan Jensen,Mark Muñoz,Ryan Jensen,UFC 108: Evans vs Silva,01.02.2010,MGM Grand Garden Arena,no,Preliminary Card,6,14,1,5,0,0,31,32,,United States,,,
Jake Ellenberger vs Mike Pyle,Jake Ellenberger,Mike Pyle,UFC 108: Evans vs Silva,01.02.2010,MGM Grand Garden Arena,no,Preliminary Card,21,18,5,5,0,1,24,34,,United States,,,
Rafaello Oliveira vs John Gunderson,Rafaello Oliveira,John Gunderson,UFC 108: Evans vs Silva,01.02.2010,MGM Grand Garden Arena,no,Preliminary Card,10,19,3,5,0,1,27,30,,Brazil,,,
BJ Penn vs Diego Sanchez,BJ Penn,Diego Sanchez,UFC 107: Penn vs. Sanchez,12.12.2009,FedEx Forum,yes,Main Event,14,21,5,2,1,0,30,27,Held by Penn,United States,,,
Frank Mir vs Cheick Kongo,Frank Mir,Cheick Kongo,UFC 107: Penn vs. Sanchez,12.12.2009,FedEx Forum,no,Co-Main Event,12,14,4,5,0,1,30,34,,United States,,,
Jon Fitch vs Mike Pierce,Jon Fitch,Mike Pierce,UFC 107: Penn vs. Sanchez,12.12.2009,FedEx Forum,no,Main Card,21,9,3,2,0,0,31,29,,United States,,,
Kenny Florian vs Clay Guida,Kenny Florian,Clay Guida,UFC 107: Penn vs. Sanchez,12.12.2009,FedEx Forum,no,Main Card,11,25,4,10,0,0,33,28,,United States,,,
Stefan Struve vs Paul Buentello,Stefan Struve,Paul Buentello,UFC 107: Penn vs. Sanchez,12.12.2009,FedEx Forum,no,Main Card,18,27,3,10,0,0,21,35,,Netherlands,United States,,
Alan Belcher vs Wilson Gouveia,Alan Belcher,Wilson Gouveia,UFC 107: Penn vs. Sanchez,12.12.2009,FedEx Forum,no,Preliminary Card,14,12,6,6,0,0,25,31,,United States,,,
Matt Wiman vs Shane Nelson,Matt Wiman,Shane Nelson,UFC 107: Penn vs. Sanchez,12.12.2009,FedEx Forum,no,Preliminary Card,10,12,5,4,0,0,26,26,,United States,,,
Johny Hendricks vs Ricardo Funch,Johny Hendricks,Ricardo Funch,UFC 107: Penn vs. Sanchez,12.12.2009,FedEx Forum,no,Preliminary Card,6,7,0,0,0,0,26,29,,United States,,,
Rousimar Palhares vs Lucio Linhares,Rousimar Palhares,Lucio Linhares,UFC 107: Penn vs. Sanchez,12.12.2009,FedEx Forum,no,Preliminary Card,9,13,3,4,0,0,29,36,,Brazil,,,
DaMarques Johnson vs Edgar Garcia,DaMarques Johnson,Edgar Garcia,UFC 107: Penn vs. Sanchez,12.12.2009,FedEx Forum,no,Preliminary Card,12,7,7,1,0,0,27,25,,United States,,,
TJ Grant vs Kevin Burns,TJ Grant,Kevin Burns,UFC 107: Penn vs. Sanchez,12.12.2009,FedEx Forum,no,Preliminary Card,14,7,3,3,0,0,25,29,,Canada,,,
Roy Nelson vs Brendan Schaub,Roy Nelson,Brendan Schaub,The Ultimate Fighter 10 Finale,12.05.2009,The Palms Casino Resort,yes,Main Event,13,4,4,0,0,0,33,26,N/A,United States,,,
Matt Hamill vs Jon Jones,Matt Hamill,Jon Jones,The Ultimate Fighter 10 Finale,12.05.2009,The Palms Casino Resort,no,Co-Main Event,6,9,2,0,0,0,33,22,,United States,United States,,
Kimbo Slice vs Houston Alexander,Kimbo Slice,Houston Alexander,The Ultimate Fighter 10 Finale,12.05.2009,The Palms Casino Resort,no,Main Card,4,9,1,4,0,0,35,37,,Bahamas,,,
Frankie Edgar vs Matt Veach,Frankie Edgar,Matt Veach,The Ultimate Fighter 10 Finale,12.05.2009,The Palms Casino Resort,no,Main Card,11,11,1,0,0,0,28,28,,United States,,,
Matt Mitrione vs Marcus Jones,Matt Mitrione,Marcus Jones,The Ultimate Fighter 10 Finale,12.05.2009,The Palms Casino Resort,no,Main Card,0,4,0,1,0,0,31,36,,United States,,,
James McSweeney vs Darrill Schoonover,James McSweeney,Darrill Schoonover,The Ultimate Fighter 10 Finale,12.05.2009,The Palms Casino Resort,no,Preliminary Card,3,10,4,0,0,0,29,24,,United Kingdom,,,
Jon Madsen vs Justin Wren,Jon Madsen,Justin Wren,The Ultimate Fighter 10 Finale,12.05.2009,The Palms Casino Resort,no,Preliminary Card,3,7,0,1,0,0,29,22,,United States,,,
Brian Stann vs Rodney Wallace,Brian Stann,Rodney Wallace,The Ultimate Fighter 10 Finale,12.05.2009,The Palms Casino Resort,no,Preliminary Card,7,9,2,0,0,0,29,28,,United States,,,
John Howard vs Dennis Hallman,John Howard,Dennis Hallman,The Ultimate Fighter 10 Finale,12.05.2009,The Palms Casino Resort,no,Preliminary Card,12,47,4,12,0,2,26,34,,United States,,,
Mark Bocek vs Joe Brammer,Mark Bocek,Joe Brammer,The Ultimate Fighter 10 Finale,12.05.2009,The Palms Casino Resort,no,Preliminary Card,7,7,2,0,0,1,28,26,,Canada,,,
Forrest Griffin vs Tito Ortiz,Forrest Griffin,Tito Ortiz,UFC 106: Ortiz vs Griffin 2,11.21.2009,Mandalay Bay Events Center,no,Main Event,16,15,6,6,0,1,30,34,,United States,,,
Josh Koscheck vs Anthony Johnson,Josh Koscheck,Anthony Johnson,UFC 106: Ortiz vs Griffin 2,11.21.2009,Mandalay Bay Events Center,no,Co-Main Event,13,8,4,2,0,0,31,25,,United States,,,
Paulo Thiago vs Jacob Volkmann,Paulo Thiago,Jacob Volkmann,UFC 106: Ortiz vs Griffin 2,11.21.2009,Mandalay Bay Events Center,no,Main Card,11,9,1,0,0,0,28,29,,Brazil,,,
Antônio Rogério Nogueira vs Luiz Cané,Antônio Rogério Nogueira,Luiz Cané,UFC 106: Ortiz vs Griffin 2,11.21.2009,Mandalay Bay Events Center,no,Main Card,17,11,3,1,0,0,33,28,,Brazil,,,
Amir Sadollah vs Phil Baroni,Amir Sadollah,Phil Baroni,UFC 106: Ortiz vs Griffin 2,11.21.2009,Mandalay Bay Events Center,no,Main Card,1,13,1,11,0,0,29,33,,United States,,,
Ben Saunders vs Marcus Davis,Ben Saunders,Marcus Davis,UFC 106: Ortiz vs Griffin 2,11.21.2009,Mandalay Bay Events Center,no,Preliminary Card,7,16,1,5,2,0,26,36,,United States,,,
Kendall Grove vs Jake Rosholt,Kendall Grove,Jake Rosholt,UFC 106: Ortiz vs Griffin 2,11.21.2009,Mandalay Bay Events Center,no,Preliminary Card,10,6,6,1,0,0,27,27,,United States,,,
Brian Foster vs Brock Larson,Brian Foster,Brock Larson,UFC 106: Ortiz vs Griffin 2,11.21.2009,Mandalay Bay Events Center,no,Preliminary Card,13,29,4,3,0,0,25,32,,United States,,,
Caol Uno vs Fabrício Camões,,,UFC 106: Ortiz vs Griffin 2,11.21.2009,Mandalay Bay Events Center,no,Preliminary Card,25,11,12,5,4,0,34,30,,Japan,,,
George Sotiropoulos vs Jason Dent,George Sotiropoulos,Jason Dent,UFC 106: Ortiz vs Griffin 2,11.21.2009,Mandalay Bay Events Center,no,Preliminary Card,10,21,2,9,0,0,32,29,,Australia,,,
Randy Couture vs Brandon Vera,Randy Couture,Brandon Vera,UFC 105: Couture vs Vera,11.14.2009,Manchester Evening News Arena,no,Main Event,16,11,10,3,0,0,46,32,,United States,,,
Dan Hardy vs Mike Swick,Dan Hardy,Mike Swick,UFC 105: Couture vs Vera,11.14.2009,Manchester Evening News Arena,no,Co-Main Event,22,14,6,2,0,0,27,30,,England,,,
Michael Bisping vs Denis Kang,Michael Bisping,Denis Kang,UFC 105: Couture vs Vera,11.14.2009,Manchester Evening News Arena,no,Main Card,17,32,2,11,0,1,30,32,,United Kingdom,,,
Matt Brown vs James Wilks,Matt Brown,James Wilks,UFC 105: Couture vs Vera,11.14.2009,Manchester Evening News Arena,no,Main Card,10,6,7,2,0,0,28,31,,United States,,,
Ross Pearson vs Aaron Riley,Ross Pearson,Aaron Riley,UFC 105: Couture vs Vera,11.14.2009,Manchester Evening News Arena,no,Main Card,9,29,3,11,0,1,25,28,,United Kingdom,,,
John Hathaway vs Paul Taylor,John Hathaway,Paul Taylor,UFC 105: Couture vs Vera,11.14.2009,Manchester Evening News Arena,no,Preliminary Card,12,10,0,4,0,1,22,29,,United Kingdom,,,
Terry Etim vs Shannon Gugerty,Terry Etim,Shannon Gugerty,UFC 105: Couture vs Vera,11.14.2009,Manchester Evening News Arena,no,Preliminary Card,13,12,2,3,0,0,23,27,,United Kingdom,,,
Nick Osipczak vs Matt Riddle,Nick Osipczak,Matt Riddle,UFC 105: Couture vs Vera,11.14.2009,Manchester Evening News Arena,no,Preliminary Card,4,3,0,0,0,0,24,23,,United Kingdom,,,
Dennis Siver vs Paul Kelly,Dennis Siver,Paul Kelly,UFC 105: Couture vs Vera,11.14.2009,Manchester Evening News Arena,no,Preliminary Card,14,10,6,1,0,0,30,25,,Germany,,,
Alexander Gustafsson vs Jared Hamman,Alexander Gustafsson,Jared Hamman,UFC 105: Couture vs Vera,11.14.2009,Manchester Evening News Arena,no,Preliminary Card,8,11,0,1,0,0,22,27,,Sweden,,,
Andre Winner vs Roli Delgado,Andre Winner,Roli Delgado,UFC 105: Couture vs Vera,11.14.2009,Manchester Evening News Arena,no,Preliminary Card,11,8,3,4,1,1,28,27,,United Kingdom,,,
Lyoto Machida vs Maurício Rua,Lyoto Machida,Maurício Rua,UFC 104: Machida vs Shogun,10.24.2009,Staples Center,yes,Main Event,15,18,0,3,0,0,31,27,Held by Machida,Brazil,,,
Cain Velasquez vs Ben Rothwell,Cain Velasquez,Ben Rothwell,UFC 104: Machida vs Shogun,10.24.2009,Staples Center,no,Co-Main Event,6,28,0,6,0,0,27,28,,United States,,,
Gleison Tibau vs Josh Neer,Gleison Tibau,Josh Neer,UFC 104: Machida vs Shogun,10.24.2009,Staples Center,no,Main Card,21,25,6,8,0,1,26,26,,Brazil,,,
Joe Stevenson vs Spencer Fisher,Joe Stevenson,Spencer Fisher,UFC 104: Machida vs Shogun,10.24.2009,Staples Center,no,Main Card,30,23,10,4,0,0,27,33,,United States,,,
Anthony Johnson vs Yoshiyuki Yoshida,Anthony Johnson,Yoshiyuki Yoshida,UFC 104: Machida vs Shogun,10.24.2009,Staples Center,no,Main Card,7,11,2,3,0,0,25,35,,United States,,,
Ryan Bader vs Eric Schafer,Ryan Bader,Eric Schafer,UFC 104: Machida vs Shogun,10.24.2009,Staples Center,no,Preliminary Card,9,11,0,3,0,2,26,32,,United States,,,
Pat Barry vs Antoni Hardonk,Pat Barry,Antoni Hardonk,UFC 104: Machida vs Shogun,10.24.2009,Staples Center,no,Preliminary Card,4,8,1,5,0,0,30,33,,United States,,,
Chael Sonnen vs Yushin Okami,Chael Sonnen,Yushin Okami,UFC 104: Machida vs Shogun,10.24.2009,Staples Center,no,Preliminary Card,23,24,10,4,1,0,32,28,,United States,,,
Jorge Rivera vs Rob Kimmons,Jorge Rivera,Rob Kimmons,UFC 104: Machida vs Shogun,10.24.2009,Staples Center,no,Preliminary Card,17,20,7,4,0,0,37,28,,United States,,,
Kyle Kingsbury vs Razak Al-Hassan,Kyle Kingsbury,Razak Al-Hassan,UFC 104: Machida vs Shogun,10.24.2009,Staples Center,no,Preliminary Card,7,7,2,1,0,0,27,27,,United States,,,
Stefan Struve vs Chase Gormley,Stefan Struve,Chase Gormley,UFC 104: Machida vs Shogun,10.24.2009,Staples Center,no,Preliminary Card,17,6,3,0,0,0,21,26,,Netherlands,,,
Vitor Belfort vs Rich Franklin,Vitor Belfort,Rich Franklin,UFC 103: Franklin vs. Belfort,09.19.2009,American Airlines Center,no,Main Event,18,27,8,4,0,0,32,34,,Brazil,,,
Junior dos Santos vs Mirko Filipović,Junior dos Santos,Mirko Filipović,UFC 103: Franklin vs. Belfort,09.19.2009,American Airlines Center,no,Co-Main Event,8,25,1,6,0,2,25,35,,Brazil,,,
Paul Daley vs Martin Kampmann,Paul Daley,Martin Kampmann,UFC 103: Franklin vs. Belfort,09.19.2009,American Airlines Center,no,Main Card,21,16,8,2,2,0,26,27,,United Kingdom,Denmark,,
Josh Koscheck vs Frank Trigg,Josh Koscheck,Frank Trigg,UFC 103: Franklin vs. Belfort,09.19.2009,American Airlines Center,no,Main Card,12,19,4,6,0,0,31,37,,United States,,,
Tyson Griffin vs Hermes França,Tyson Griffin,Hermes França,UFC 103: Franklin vs. Belfort,09.19.2009,American Airlines Center,no,Main Card,13,19,2,7,0,0,25,35,,United States,,,
Efrain Escudero vs Cole Miller,Efrain Escudero,Cole Miller,UFC 103: Franklin vs. Belfort,09.19.2009,American Airlines Center,no,Preliminary Card,11,15,0,3,0,0,23,25,,Mexico,,,
Tomasz Drwal vs Drew McFedries,Tomasz Drwal,Drew McFedries,UFC 103: Franklin vs. Belfort,09.19.2009,American Airlines Center,no,Preliminary Card,16,8,2,5,1,0,27,31,,Poland,United States,,
Jim Miller vs Steve Lopez,Jim Miller,Steve Lopez,UFC 103: Franklin vs. Belfort,09.19.2009,American Airlines Center,no,Preliminary Card,14,12,2,1,0,0,26,25,,United States,,,
Nik Lentz vs Rafaello Oliveira,Nik Lentz,Rafaello Oliveira,UFC 103: Franklin vs. Belfort,09.19.2009,American Airlines Center,no,Preliminary Card,16,10,3,2,1,0,25,27,,United States,,,
Rick Story vs Brian Foster,Rick Story,Brian Foster,UFC 103: Franklin vs. Belfort,09.19.2009,American Airlines Center,no,Preliminary Card,7,13,3,3,0,0,25,25,,United States,,,
Eliot Marshall vs Jason Brilz,Eliot Marshall,Jason Brilz,UFC 103: Franklin vs. Belfort,09.19.2009,American Airlines Center,no,Preliminary Card,7,17,1,1,0,1,29,34,,United States,,,
Vladimir Matyushenko vs Igor Pokrajac,Vladimir Matyushenko,Igor Pokrajac,UFC 103: Franklin vs. Belfort,09.19.2009,American Airlines Center,no,Preliminary Card,22,21,4,5,0,0,38,30,,Belarus,,,
Rafael dos Anjos vs Rob Emerson,Rafael dos Anjos,Rob Emerson,UFC 103: Franklin vs. Belfort,09.19.2009,American Airlines Center,no,Preliminary Card,11,9,4,7,0,0,24,28,,Brazil,United States,,
Nate Diaz vs Melvin Guillard,Nate Diaz,Melvin Guillard,UFC Fight Night 19: Diaz vs. Guillard,09.16.2009,Cox Convention Center,no,Main Event,10,24,4,7,0,2,24,26,,United States,,,
Gray Maynard vs Roger Huerta,Gray Maynard,Roger Huerta,UFC Fight Night 19: Diaz vs. Guillard,09.16.2009,Cox Convention Center,no,Co-Main Event,7,20,0,2,0,1,30,26,,United States,,,
Carlos Condit vs Jake Ellenberger,Carlos Condit,Jake Ellenberger,UFC Fight Night 19: Diaz vs. Guillard,09.16.2009,Cox Convention Center,no,Main Card,23,21,5,4,0,0,25,24,,United States,,,
Nate Quarry vs Tim Credeur,Nate Quarry,Tim Credeur,UFC Fight Night 19: Diaz vs. Guillard,09.16.2009,Cox Convention Center,no,Main Card,11,12,3,2,0,0,37,32,,United States,,,
Brian Stann vs Steve Cantwell,Brian Stann,Steve Cantwell,UFC Fight Night 19: Diaz vs. Guillard,09.16.2009,Cox Convention Center,no,Preliminary Card,6,7,2,2,0,0,28,22,,United States,,,
Mike Pyle vs Chris Wilson,Mike Pyle,Chris Wilson,UFC Fight Night 19: Diaz vs. Guillard,09.16.2009,Cox Convention Center,no,Preliminary Card,17,12,5,5,1,0,33,32,,United States,,,
C.B. Dollaway vs Jay Silva,C.B. Dollaway,Jay Silva,UFC Fight Night 19: Diaz vs. Guillard,09.16.2009,Cox Convention Center,no,Preliminary Card,8,5,2,1,0,0,26,28,,United States,Brazil,,
Jeremy Stephens vs Justin Buchholz,Jeremy Stephens,Justin Buchholz,UFC Fight Night 19: Diaz vs. Guillard,09.16.2009,Cox Convention Center,no,Preliminary Card,16,9,5,3,0,0,23,26,,United States,,,
Mike Pierce vs Brock Larson,Mike Pierce,Brock Larson,UFC Fight Night 19: Diaz vs. Guillard,09.16.2009,Cox Convention Center,no,Preliminary Card,8,29,2,2,0,0,29,32,,United States,,,
Ryan Jensen vs Steve Steinbeiss,Ryan Jensen,Steve Steinbeiss,UFC Fight Night 19: Diaz vs. Guillard,09.16.2009,Cox Convention Center,no,Preliminary Card,13,4,5,2,0,0,31,28,,United States,,,
Antônio Rodrigo Nogueira vs Randy Couture,Antônio Rodrigo Nogueira,Randy Couture,UFC 102: Couture vs. Nogueira,08.29.2009,Rose Garden,no,Main Event,31,16,5,9,1,0,33,46,,Brazil,,,
Thiago Silva vs Keith Jardine,Thiago Silva,Keith Jardine,UFC 102: Couture vs. Nogueira,08.29.2009,Rose Garden,no,Co-Main Event,13,15,1,5,0,1,26,33,,Brazil,,,
Jake Rosholt vs Chris Leben,Jake Rosholt,Chris Leben,UFC 102: Couture vs. Nogueira,08.29.2009,Rose Garden,no,Main Card,5,17,1,6,0,0,26,29,,United States,United States,,
Nate Marquardt vs Demian Maia,Nate Marquardt,Demian Maia,UFC 102: Couture vs. Nogueira,08.29.2009,Rose Garden,no,Main Card,28,11,8,0,2,0,30,31,,United States,,,
Brandon Vera vs Krzysztof Soszynski,Brandon Vera,Krzysztof Soszynski,UFC 102: Couture vs. Nogueira,08.29.2009,Rose Garden,no,Main Card,10,23,3,9,0,1,31,32,,United States,,,
Aaron Simpson vs Ed Herman,Aaron Simpson,Ed Herman,UFC 102: Couture vs. Nogueira,08.29.2009,Rose Garden,no,Preliminary Card,6,15,0,7,0,0,35,28,,United States,,,
Gabriel Gonzaga vs Chris Tuchscherer,Gabriel Gonzaga,Chris Tuchscherer,UFC 102: Couture vs. Nogueira,08.29.2009,Rose Garden,no,Preliminary Card,10,20,4,1,0,0,30,33,,Brazil,,,
Mike Russow vs Justin McCully,Mike Russow,Justin McCully,UFC 102: Couture vs. Nogueira,08.29.2009,Rose Garden,no,Preliminary Card,11,10,1,4,0,2,32,33,,United States,,,
Todd Duffee vs Tim Hague,Todd Duffee,Tim Hague,UFC 102: Couture vs. Nogueira,08.29.2009,Rose Garden,no,Preliminary Card,5,10,0,1,0,0,23,25,,United States,,,
Mark Muñoz vs Nick Catone,Mark Muñoz,Nick Catone,UFC 102: Couture vs. Nogueira,08.29.2009,Rose Garden,no,Preliminary Card,5,7,1,1,0,0,31,27,,United States,,,
Evan Dunham vs Marcus Aurelio,Evan Dunham,Marcus Aurelio,UFC 102: Couture vs. Nogueira,08.29.2009,Rose Garden,no,Preliminary Card,8,18,0,7,0,0,27,36,,United States,,,
BJ Penn vs Kenny Florian,BJ Penn,Kenny Florian,UFC 101: Declaration,08.08.2009,Wachovia Center,yes,Main Event,13,11,5,3,1,0,30,33,Held by Penn,United States,,,
Anderson Silva vs Forrest Griffin,Anderson Silva,Forrest Griffin,UFC 101: Declaration,08.08.2009,Wachovia Center,no,Co-Main Event,26,16,4,5,0,0,34,30,,Brazil,,,
Aaron Riley vs Shane Nelson,Aaron Riley,Shane Nelson,UFC 101: Declaration,08.08.2009,Wachovia Center,no,Preliminary Card,28,12,11,3,1,0,28,25,,United States,,,
Johny Hendricks vs Amir Sadollah,Johny Hendricks,Amir Sadollah,UFC 101: Declaration,08.08.2009,Wachovia Center,no,Main Card,5,1,0,0,0,0,25,28,,United States,,,
Ricardo Almeida vs Kendall Grove,Ricardo Almeida,Kendall Grove,UFC 101: Declaration,08.08.2009,Wachovia Center,no,Main Card,10,10,3,5,0,0,32,26,,United States,,,
Kurt Pellegrino vs Josh Neer,Kurt Pellegrino,Josh Neer,UFC 101: Declaration,08.08.2009,Wachovia Center,no,Main Card,14,25,4,7,0,1,30,26,,United States,,,
John Howard vs Tamdan McCrory,John Howard,Tamdan McCrory,UFC 101: Declaration,08.08.2009,Wachovia Center,no,Preliminary Card,11,11,4,2,0,0,26,22,,United States,,,
Alessio Sakara vs Thales Leites,Alessio Sakara,Thales Leites,UFC 101: Declaration,08.08.2009,Wachovia Center,no,Preliminary Card,13,14,7,2,0,0,27,28,,Italy,,,
Matt Riddle vs Dan Cramer,Matt Riddle,Dan Cramer,UFC 101: Declaration,08.08.2009,Wachovia Center,no,Preliminary Card,2,1,0,0,0,0,23,23,,United States,,,
George Sotiropoulos vs George Roop,George Sotiropoulos,George Roop,UFC 101: Declaration,08.08.2009,Wachovia Center,no,Preliminary Card,9,9,2,4,0,0,32,27,,Australia,,,
Jesse Lennox vs Danillo Villefort,Jesse Lennox,Danillo Villefort,UFC 101: Declaration,08.08.2009,Wachovia Center,no,Preliminary Card,14,9,1,2,0,0,27,26,,United States,,,
Jon Fitch vs Paulo Thiago,Jon Fitch,Paulo Thiago,UFC 100,07.11.2009,Mandalay Bay Events Center,no,Main Card,20,11,3,0,0,0,31,28,,United States,,,
Brock Lesnar vs Frank Mir,Brock Lesnar,Frank Mir,UFC 100,07.11.2009,Mandalay Bay Events Center,yes,Main Event,3,12,1,3,0,0,31,30,Held by Lesnar,United States,,,
Georges St. Pierre vs Thiago Alves,Georges St. Pierre,Thiago Alves,UFC 100,07.11.2009,Mandalay Bay Events Center,yes,Co-Main Event,18,17,2,5,0,0,28,25,Held by St. Pierre,Canada,Brazil,,
Dan Henderson vs Michael Bisping,Dan Henderson,Michael Bisping,UFC 100,07.11.2009,Mandalay Bay Events Center,no,Main Card,24,17,7,1,0,0,38,30,,United States,,,
Yoshihiro Akiyama vs Alan Belcher,Yoshihiro Akiyama,Alan Belcher,UFC 100,07.11.2009,Mandalay Bay Events Center,no,Main Card,12,14,1,5,0,0,33,25,,Japan,,,
Mark Coleman vs Stephan Bonnar,Mark Coleman,Stephan Bonnar,UFC 100,07.11.2009,Mandalay Bay Events Center,no,Preliminary Card,15,12,9,5,0,0,44,32,,United States,,,
Jim Miller vs Mac Danzig,Jim Miller,Mac Danzig,UFC 100,07.11.2009,Mandalay Bay Events Center,no,Preliminary Card,13,18,2,6,0,1,25,29,,United States,,,
Jon Jones vs Jake O'Brien,Jon Jones,Jake O'Brien,UFC 100,07.11.2009,Mandalay Bay Events Center,no,Preliminary Card,8,11,0,2,0,0,21,24,,United States,United States,,
Dong Hyun Kim vs TJ Grant,Dong Hyun Kim,TJ Grant,UFC 100,07.11.2009,Mandalay Bay Events Center,no,Preliminary Card,11,14,0,2,1,0,27,25,,South Korea,,,
Tom Lawlor vs C.B. Dollaway,Tom Lawlor,C.B. Dollaway,UFC 100,07.11.2009,Mandalay Bay Events Center,no,Preliminary Card,5,8,1,1,0,0,26,25,,United States,,,
Shannon Gugerty vs Matt Grice,Shannon Gugerty,Matt Grice,UFC 100,07.11.2009,Mandalay Bay Events Center,no,Preliminary Card,11,10,3,2,0,0,27,27,,United States,,,
Diego Sanchez vs Clay Guida,Diego Sanchez,Clay Guida,The Ultimate Fighter 9 Finale,06.20.2009,The Pearl at the Palms,no,Main Event,20,25,2,9,0,0,27,27,,United States,,,
James Wilks vs DaMarques Johnson,James Wilks,DaMarques Johnson,The Ultimate Fighter 9 Finale,06.20.2009,The Pearl at the Palms,yes,Co-Main Event,5,12,2,6,0,0,31,26,N/A,United Kingdom,,,
Chris Lytle vs Kevin Burns,Chris Lytle,Kevin Burns,The Ultimate Fighter 9 Finale,06.20.2009,The Pearl at the Palms,no,Main Card,26,7,17,2,5,0,34,29,,United States,,,
Ross Pearson vs Andre Winner,Ross Pearson,Andre Winner,The Ultimate Fighter 9 Finale,06.20.2009,The Pearl at the Palms,yes,Main Card,8,11,3,2,0,1,24,27,N/A,United Kingdom,,,
Joe Stevenson vs Nate Diaz,Joe Stevenson,Nate Diaz,The Ultimate Fighter 9 Finale,06.20.2009,The Pearl at the Palms,no,Main Card,29,10,10,3,0,0,27,24,,United States,United States,,
Melvin Guillard vs Gleison Tibau,Melvin Guillard,Gleison Tibau,The Ultimate Fighter 9 Finale,06.20.2009,The Pearl at the Palms,no,Preliminary Card,23,21,7,5,2,0,26,25,,United States,,,
